uid,app_class,app_type,duration,up_flow,down_flow,up_and_down_flow,count,cluster,sum_count
0000348F61881026FE0036840F25309F,g,usr,0.0144568501515425,0.0066530454878206,0.0290969743085916,0.007476600795614,0.1059018201875345,-1,0.314396028681743
0000348F61881026FE0036840F25309F,l,usr,0.1640007373265271,5.679790082792733e-05,0.0005398402072986,7.435909611237515e-05,0.0231660231660231,0,0.0231660231660231
0000348F61881026FE0036840F25309F,n,usr,0.3187619964938132,0.0,0.0,0.0,0.0,12,0.0
0000348F61881026FE0036840F25309F,z,usr,0.0030798260530803,0.0,0.0,0.0,0.0,1,0.0
0000B0540F08BB99C22D22219A1B47A2,d,usr,0.5983691377661321,0.7997932066772787,0.5590408948042289,0.7926079161397847,0.1111969111969112,-1,0.43303916161059014
0000B0540F08BB99C22D22219A1B47A2,z,sys,0.1456130351133216,0.0,0.0,0.0,0.0694980694980695,1,0.0694980694980695
00022474E06735ACCAC428E1AC7EAC16,a,usr,0.4619979066066175,0.0,0.0,0.0,0.2316602316602317,-1,1.3790101790101792
00022474E06735ACCAC428E1AC7EAC16,b,usr,0.0461973907962048,0.0,0.0,0.0,0.0,1,1.020207591636163
00028CD7D203AF88C4FE4D0A83A0016E,a,usr,0.1189582813002274,0.3418450618550357,0.636409440987286,0.3531355244722154,0.0926640926640927,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,i,usr,0.0985544336985702,0.0,0.0,0.0,0.0,1,0.0463320463320463
000343EFFAAF27FE66CAD41434814C71,f,usr,0.3830987730436732,0.3404200956798555,0.1120322588709546,0.3328121092368927,0.2409266409266409,-1,0.5034749034749035
000343EFFAAF27FE66CAD41434814C71,i,sys,0.0800754773800883,0.0,0.0,0.0,0.0926640926640927,1,0.138996138996139
00046AA87AAF8C9971F99597ED7D90DF,a,usr,0.4088414927302906,0.3020258787951647,0.3762657742994857,0.3052800245979021,0.6833976833976836,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,i,sys,0.0230986953981024,0.0,0.0,0.0,0.0,1,0.0
00046AA87AAF8C9971F99597ED7D90DF,n,usr,0.2742636430702244,0.0006296120752337,0.0042470701399658,0.0007615128036843,0.1853281853281854,2,0.1853281853281854
00046AA87AAF8C9971F99597ED7D90DF,s,sys,0.2584487362876569,0.0,0.0,0.0,0.1853281853281854,3,0.1853281853281854
00046AA87AAF8C9971F99597ED7D90DF,z,usr,0.1842762588426392,0.0,0.0,0.0,0.0308880308880309,4,0.0308880308880309
00050A1B07C0BD248726E0385D04D657,d,usr,0.4020230161784071,0.9766362754309176,0.4833272511509752,0.9606601044875348,0.1441441441441441,-1,0.6537966537966539
00050A1B07C0BD248726E0385D04D657,z,sys,0.0487365051856601,5.0591297520661e-06,2.3120429080264967e-05,5.721311363719051e-06,0.4916344916344917,1,0.4916344916344917
0005BB047145A248C3878E7E516A093D,a,usr,0.2897690697246537,0.3037260368174458,0.5629288243671898,0.3136666362643985,0.3136323136323137,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,i,sys,0.0508171298758253,0.0,0.0,0.0,0.0,1,0.0463320463320463
0006506ECE84442A678FC8592E4C3EB4,a,usr,0.0538969559289056,0.0320979137053824,0.0453204033424288,0.0326364318978432,0.0463320463320463,-1,1.122779922779923
0006506ECE84442A678FC8592E4C3EB4,n,sys,0.0400377386900441,0.0,0.0,0.0,0.0,1,0.0463320463320463
0006AF38FDCBF38C2A5014B69F23C03A,c,usr,0.6851073055077174,0.0,0.0,0.0,0.1158301158301158,-1,0.6996138996138996
0006AF38FDCBF38C2A5014B69F23C03A,g,sys,0.0523570429023654,0.0,0.0,0.0,0.0,1,0.94980694980695
0009514C53AB4B46CB54D47C48747559,a,usr,0.0277184344777228,0.0,0.0,0.0,0.0,1,0.2978488692774408
0009514C53AB4B46CB54D47C48747559,i,usr,0.1127216335427397,0.0280265324538798,0.1499813509746569,0.0324861532285617,0.4169884169884171,-1,0.9557639271924987
000BAAE919BA2557AC8AD58A7276AA3A,f,usr,0.2384660554108641,0.3322949454632944,0.2120373239107907,0.3285786329187778,0.8648648648648651,-1,1.7220077220077226
000BAC3E23007010346E79B1ED5D25E2,b,usr,0.1936623953853602,0.2506095456986326,0.133913400594463,0.2468673127507866,0.1853281853281854,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,i,sys,0.0251519127668226,0.0,0.0,0.0,0.0330943188086045,1,0.0330943188086045
000C1F225DAAEDE0DF4FCAED6DE7EF3C,d,usr,0.3275441320624652,0.4816573849986709,0.366509973744969,0.4784084185178618,0.3397683397683398,-1,0.8946173063820124
000C1F225DAAEDE0DF4FCAED6DE7EF3C,g,sys,0.0092394781592409,0.0,0.0,0.0,0.0,1,0.0
000C1F225DAAEDE0DF4FCAED6DE7EF3C,i,sys,0.1774749763087535,0.0,0.0,0.0,0.0115830115830115,0,0.0115830115830115
000D8503D19B85B20D7884A3C3B114BD,a,usr,0.4471907429072626,0.0199634828668642,0.4655320207036899,0.0361009273997021,0.1853281853281854,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,z,sys,0.2438623378973737,0.0,0.0,0.0,0.0463320463320463,5,0.0463320463320463
000EE8F9E894174B960A7A907F04ADBF,d,usr,0.2898886272461852,0.5330617030850563,0.4718857763556532,0.5318601733674174,0.0694980694980695,-1,0.4169884169884171
000EE8F9E894174B960A7A907F04ADBF,i,sys,0.0100949853962077,0.0,0.0,0.0,0.0617760617760617,1,0.0617760617760617
000F53F3E09B16740B6B76C3C27E5953,d,usr,0.5652096772613006,0.0,0.0,0.0,0.1853281853281854,-1,0.4942084942084944
000F53F3E09B16740B6B76C3C27E5953,f,usr,0.1912328768024712,0.0,0.0,0.0,0.5652509652509653,6,0.5652509652509653
000F53F3E09B16740B6B76C3C27E5953,g,usr,0.0753530774320318,0.0,0.0,0.0,0.0185328185328185,1,0.041698841698841596
000FA718C516FA03B3EC27652BA5DD73,d,usr,0.0123193042123212,0.0,0.0,0.0,0.0,1,0.0
000FA718C516FA03B3EC27652BA5DD73,f,usr,0.2618668899516327,0.3055260340638322,0.2573728508040636,0.3043643943447717,0.9536679536679536,-1,1.3629343629343629
00133AFC39ACF35799E8956D183D6417,a,usr,0.0700660427075773,0.0,0.0,0.0,0.0231660231660231,1,2.520463320463321
00133AFC39ACF35799E8956D183D6417,b,usr,0.277954301290499,0.0,0.0,0.0,0.0231660231660231,7,0.0231660231660231
00133AFC39ACF35799E8956D183D6417,d,usr,0.1653592828188303,0.0,0.0,0.0,0.1575289575289576,0,0.1575289575289576
0015AE689CD28553CB5FD29E394C7D11,f,usr,0.1258407938141887,0.1129485003009583,0.2127614185796964,0.1167688037640575,0.157014157014157,-1,1.0865232579518291
00162AF5828E9DC44292C8AC9CF82D85,c,usr,0.6974170769251127,0.1338804911078526,0.0154168890683682,0.1298534607881983,0.3428571428571429,-1,1.037837837837838
00162AF5828E9DC44292C8AC9CF82D85,g,sys,0.0338780865838835,0.0002631799284052,0.0156717248058211,0.0008204326343718,0.0463320463320463,1,0.5328185328185329
0017D171EFC2913399F93B6201505426,a,usr,0.0945833246513409,0.0,0.0,0.0,0.0968760968760969,1,1.1069147069147072
0017D171EFC2913399F93B6201505426,b,usr,0.4142366041393032,0.0,0.0,0.0,0.138996138996139,-1,0.7014157014157014
0017D171EFC2913399F93B6201505426,d,usr,0.2421085480615919,0.0,0.0,0.0,0.0926640926640927,5,0.0926640926640927
0017D39427FE74D9F9C614626D8FE94A,d,usr,0.0184789563184819,0.1683524055135093,0.1949968263939328,0.1696337863751253,0.0,-1,0.1544401544401544
0017D39427FE74D9F9C614626D8FE94A,g,usr,0.0123193042123212,0.0,0.0,0.0,0.138996138996139,1,0.138996138996139
0018590FBC9209FB7A3F1E1469486289,a,usr,0.6522387174634547,0.3664042375151114,0.4729581861950681,0.3709478315263125,0.3706563706563708,-1,3.090347490347491
0018590FBC9209FB7A3F1E1469486289,b,usr,0.0461973907962048,0.0,0.0,0.0,0.0,1,0.1853281853281854
0018590FBC9209FB7A3F1E1469486289,k,usr,0.1740101719990381,0.0,0.0,0.0,0.0463320463320463,0,0.0463320463320463
0019635328242787E9F55F0A69653921,a,usr,0.0092394781592409,0.0,0.0,0.0,0.0463320463320463,1,2.7947727947727947
001977B48BE36831271784088BEF4B84,e,usr,0.5686471053394329,0.6255106257320642,0.7013989556061103,0.6294365966244122,0.1106821106821107,-1,0.2224581724581725
001977B48BE36831271784088BEF4B84,g,sys,0.0092394781592409,0.0,0.0,0.0,0.0,1,0.0463320463320463
00197C6E56EF66C2FEDC10ADA2C80449,b,usr,0.0179656519763018,0.0054271373515236,0.033221439181275,0.0064416965773661,0.0694980694980695,-1,0.1191395477109762
00197C6E56EF66C2FEDC10ADA2C80449,t,usr,0.0739158252739277,0.0,0.0,0.0,0.0,1,0.0
001A7AE4375E43D5ED4FD247FD9C0577,a,usr,0.0015399130265401,0.0,0.0,0.0,0.138996138996139,1,0.1456150027578599
001A7AE4375E43D5ED4FD247FD9C0577,b,usr,0.1229363899521228,0.1954108520223725,0.7418702245953378,0.2155258403741118,0.0694980694980695,-1,2.224453024453025
001C3DB1F919774C8221D84DD7E5E791,g,usr,0.2633251275383674,0.1360199556486736,0.1465747956786609,0.1366587782431551,0.0463320463320463,-1,0.416988416988417
0024D5C6AE3A14A6E58C13CF558F04AA,b,usr,0.0138592172388614,0.0827655583405024,0.3228179004469222,0.0915959838194673,0.0,-1,0.537035937035937
0024D5C6AE3A14A6E58C13CF558F04AA,g,sys,0.0061596521061606,0.0,0.0,0.0,0.0,1,0.0555984555984556
0024F28D708D34E566B92B6AFC7C37C6,i,usr,0.3364196658648072,0.2588131327845154,0.3067998054394081,0.261036885772944,0.0648648648648648,-1,0.6026475455046881
0024F28D708D34E566B92B6AFC7C37C6,p,sys,0.010009434672511,0.0,0.0,0.0,0.0115830115830115,1,0.0115830115830115
0029F7BD0CD04787727AA93B9C980679,d,usr,0.441054137118506,0.962892361219607,0.5591000499844625,0.950124670676414,0.07280750137893,-1,1.3594410737267886
002A2B5D60C0854968191F12DFD0A222,a,usr,0.2023670287523474,0.2048506767652914,0.387625072718735,0.2118425586143505,0.3996138996138997,-1,1.5851452956716119
002A2B5D60C0854968191F12DFD0A222,g,sys,0.0277184344777228,0.0,0.0,0.0,0.0,1,0.0
002A48F0A564F1CC735D8E2D9DFCCF36,b,usr,0.3110624313611124,0.0,0.0,0.0,0.0,-1,0.1698841698841698
002A48F0A564F1CC735D8E2D9DFCCF36,i,sys,0.0238686519113724,0.0,0.0,0.0,0.0231660231660231,1,0.0231660231660231
002A50758A427F6EDCD09DF7AA3FA673,a,usr,0.5114069493437808,0.0,0.0,0.0,0.4401544401544403,-1,1.1136043606631845
002A50758A427F6EDCD09DF7AA3FA673,f,usr,0.0227907127927943,0.0,0.0,0.0,0.0277992277992278,1,0.11119691119691111
002B3F0E736F9FC7F098178055DA0E4F,a,usr,0.0375738778475799,0.001006987610713,0.0032246455049305,0.0010890238368635,0.1853281853281854,1,0.2316602316602317
002B3F0E736F9FC7F098178055DA0E4F,d,usr,0.2239473515739833,0.7454548214318064,0.3671866893633251,0.7331978461603312,0.277992277992278,-1,0.4633204633204633
002C54B04B5E0F8552691A67DC7C4229,i,sys,0.0061596521061606,0.0,0.0,0.0,0.0,1,0.16216216216216212
002C54B04B5E0F8552691A67DC7C4229,t,usr,0.5857829152958771,0.0181060935823758,0.1861473731048336,0.024212172863493,0.1853281853281854,-1,0.1853281853281854
002E27021DF627EF2846679E6A9586D8,t,usr,0.5447442331385818,0.1497542144287232,0.7200732219626627,0.1706449045771112,0.0926640926640927,-1,0.0926640926640927
0030D7B08A7823479B72A38745853C8C,d,usr,0.3364709962990251,0.646328448224225,0.5747738669353871,0.6449662891552753,0.0154440154440154,-1,1.7324817836096036
0030D7B08A7823479B72A38745853C8C,g,sys,0.0184789563184819,0.0,0.0,0.0,0.0,1,0.0
0030D7B08A7823479B72A38745853C8C,z,sys,0.1651897403886067,0.0,0.0,0.0,0.6697086697086699,0,0.6697086697086699
0033C8183C1CD98B042A781C58BC706D,d,usr,0.834632860384767,0.5580404365147175,0.7577807877959034,0.5663138320256053,0.0694980694980695,-1,0.2493105350248206
0033C8183C1CD98B042A781C58BC706D,s,sys,0.1262728681762931,0.0,0.0,0.0,0.0,1,0.0
00344A0C6F8352EBCEE0961D2FD6001C,e,usr,0.2075460556881349,0.2217832285809213,0.4558805139133362,0.2306616008926975,0.2007722007722008,-1,0.677330391616106
0036CD1D41364E716E264801B7BBD2CA,a,usr,0.1215299360545494,0.5207097779055186,0.550284970194277,0.5227639658193616,0.0555984555984556,-1,1.4655049786628733
0036CD1D41364E716E264801B7BBD2CA,i,sys,0.0146291737521315,0.0,0.0,0.0,0.0463320463320463,1,0.0463320463320463
003945EF1BE2D66EE801A2F09DDF702C,f,usr,0.2569550317623966,0.2808601600470846,0.2330239215898115,0.2796632871262258,0.2972972972972973,-1,0.7425997425997426
003945EF1BE2D66EE801A2F09DDF702C,l,usr,0.1006076510672904,0.0,0.0,0.0,0.0926640926640927,1,0.3314523314523315
003A8891295BA3EA3A92E0F4B8F9CE42,a,usr,0.1441698898264,0.0,0.0,0.0,0.7545504688361833,1,0.8008825151682296
003A8891295BA3EA3A92E0F4B8F9CE42,b,usr,0.2182419701071575,0.0,0.0,0.0,0.1956241956241956,13,0.1956241956241956
003A8891295BA3EA3A92E0F4B8F9CE42,d,usr,0.3063742517025346,0.0,0.0,0.0,0.0772200772200772,-1,1.7002079002079005
003A8891295BA3EA3A92E0F4B8F9CE42,e,usr,0.3007450140832934,0.0,0.0,0.0,0.0992829564258135,8,0.0992829564258135
003A8891295BA3EA3A92E0F4B8F9CE42,k,usr,0.2624706610646276,0.0,0.0,0.0,0.6907686907686909,9,0.6907686907686909
003A8891295BA3EA3A92E0F4B8F9CE42,q,usr,0.2576164499614078,0.0,0.0,0.0,0.167953667953668,3,0.167953667953668
003A8891295BA3EA3A92E0F4B8F9CE42,r,usr,0.249781225823988,0.0,0.0,0.0,0.1595881595881596,10,0.1595881595881596
003B1129BF88A463CEAE55D9F92B2F45,b,usr,0.0477373038227449,0.0129617950878629,0.0867474136746432,0.0156524124047167,0.0231660231660231,-1,0.7903987903987905
003B1129BF88A463CEAE55D9F92B2F45,g,sys,0.0519137346068463,0.0009268180710563,0.0118525412345714,0.0013233497431027,0.315900315900316,1,0.315900315900316
003D36430DEA26C19AA29DE22E90BC79,s,sys,0.0554368689554457,0.0,0.0,0.0,0.0926640926640927,1,0.0926640926640927
003D41F053AAD6E04B2DB740C855E044,e,usr,0.7628937349144796,0.2870728525472768,0.6967598340749974,0.302419354607769,0.3603603603603604,-1,0.8669976098547526
003D41F053AAD6E04B2DB740C855E044,i,sys,0.0061596521061606,0.0,0.0,0.0,0.0,1,0.0
003D41F053AAD6E04B2DB740C855E044,q,usr,0.3018229532018714,0.0,0.0,0.0,0.0,8,0.0
003FB8AD3313F63709B406E6EE821EE0,d,usr,0.105484042318001,0.0,0.0,0.0,0.0926640926640927,1,0.2432432432432432
003FB8AD3313F63709B406E6EE821EE0,f,usr,0.3671741046421239,0.0,0.0,0.0,0.6741312741312743,-1,0.6741312741312743
0041D670678FBCF741DA50973586EC1B,c,usr,0.1339724333089939,0.0,0.0,0.0,0.0463320463320463,1,0.7799227799227799
0041D670678FBCF741DA50973586EC1B,d,usr,0.6756845043691265,0.0,0.0,0.0,0.1919470490899062,-1,0.2691671263099834
004249BC1C5012600580B641795C749B,e,sys,0.0092394781592409,0.0,0.0,0.0,0.0463320463320463,1,0.7011583011583012
004249BC1C5012600580B641795C749B,e,usr,0.3224328863861479,0.4588563491826444,0.4499396827889594,0.4594026461490046,0.1621621621621622,-1,1.3971027955990365
004347B5DA8327084ACBBF3EF1FAE907,b,usr,0.2514981288542279,0.2450339450547375,0.5089613236465477,0.2550341703781568,0.2316602316602317,-1,1.0733590733590732
004347B5DA8327084ACBBF3EF1FAE907,i,sys,0.0061596521061606,0.0,0.0,0.0,0.0,1,0.0
00454FBA1FA7C6FE0920F9430999CCB2,i,sys,0.0742238078792357,0.0,0.0,0.0,0.2316602316602317,1,0.2316602316602317
