uid,app_class,app_type,duration,up_flow,down_flow,up_and_down_flow,count,cluster,sum_count
0000348F61881026FE0036840F25309F,g,usr,0.0144568501515425,0.0066530454878206,0.0290969743085916,0.007476600795614,0.1059018201875345,-1,0.314396028681743
0000348F61881026FE0036840F25309F,k,usr,0.0877750425127891,0.022217221123531,0.1029671580848432,0.0251769969127959,0.0694980694980695,-1,0.314396028681743
0000348F61881026FE0036840F25309F,l,usr,0.1640007373265271,5.679790082792733e-05,0.0005398402072986,7.435909611237515e-05,0.0231660231660231,0,0.0231660231660231
0000348F61881026FE0036840F25309F,n,usr,0.3187619964938132,0.0,0.0,0.0,0.0,12,0.0
0000348F61881026FE0036840F25309F,s,sys,0.3971948999789254,0.0,0.0,0.0,0.138996138996139,-1,0.314396028681743
0000348F61881026FE0036840F25309F,z,usr,0.0030798260530803,0.0,0.0,0.0,0.0,1,0.0
0000B0540F08BB99C22D22219A1B47A2,d,usr,0.5983691377661321,0.7997932066772787,0.5590408948042289,0.7926079161397847,0.1111969111969112,-1,0.43303916161059014
0000B0540F08BB99C22D22219A1B47A2,f,usr,0.6358430622846631,0.069064779033594,0.0763963788796438,0.0694604101264882,0.1654715940430226,-1,0.43303916161059014
0000B0540F08BB99C22D22219A1B47A2,k,usr,0.0936267120136417,0.0037839398059764,0.0262270731499839,0.0046020359890317,0.1158301158301158,-1,0.43303916161059014
0000B0540F08BB99C22D22219A1B47A2,t,usr,0.1084676238069225,0.0638119060396243,0.0901001485378509,0.0648825524273208,0.0405405405405405,-1,0.43303916161059014
0000B0540F08BB99C22D22219A1B47A2,z,sys,0.1456130351133216,0.0,0.0,0.0,0.0694980694980695,1,0.0694980694980695
00022474E06735ACCAC428E1AC7EAC16,a,usr,0.4619979066066175,0.0,0.0,0.0,0.2316602316602317,-1,1.3790101790101792
00022474E06735ACCAC428E1AC7EAC16,b,usr,0.0461973907962048,0.0,0.0,0.0,0.0,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,c,usr,0.1412320232912547,0.0,0.0,0.0,0.0198565912851627,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,f,usr,0.5626004293085847,0.0,0.0,0.0,0.5265005265005266,-1,1.3790101790101792
00022474E06735ACCAC428E1AC7EAC16,g,usr,0.1036368133151686,0.0,0.0,0.0,0.1432081432081432,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,i,usr,0.5098005718659889,0.0,0.0,0.0,0.620849420849421,-1,1.3790101790101792
00022474E06735ACCAC428E1AC7EAC16,k,usr,0.1493715635743955,0.0,0.0,0.0,0.0463320463320463,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,n,sys,0.0359313039526037,0.0,0.0,0.0,0.0077220077220077,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,p,usr,0.0893149555393293,0.0,0.0,0.0,0.0,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,q,usr,0.067756173167767,0.0,0.0,0.0,0.0,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,s,usr,0.0084695216459708,0.0,0.0,0.0,0.0694980694980695,1,1.020207591636163
00022474E06735ACCAC428E1AC7EAC16,z,sys,0.0955020921924481,0.0,0.0,0.0,0.7335907335907337,1,1.020207591636163
00028CD7D203AF88C4FE4D0A83A0016E,a,usr,0.1189582813002274,0.3418450618550357,0.636409440987286,0.3531355244722154,0.0926640926640927,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,b,usr,0.1318165550718377,0.0062058071936499,0.0465584368845003,0.0076756083445879,0.0185328185328185,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,d,usr,0.7063581052739716,0.76609156343893,0.8098205113104704,0.7691216031198284,0.1956241956241956,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,f,usr,0.2443766708390759,0.3460452502167953,0.2136351710959744,0.3419158601157935,0.7516087516087517,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,i,usr,0.0985544336985702,0.0,0.0,0.0,0.0,1,0.0463320463320463
00028CD7D203AF88C4FE4D0A83A0016E,j,usr,0.0923947815924096,0.0,0.0,0.0,0.0463320463320463,1,0.0463320463320463
00028CD7D203AF88C4FE4D0A83A0016E,k,usr,0.0654463036279568,0.0303606813593696,0.0496489402773142,0.03111508498549,0.0231660231660231,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,n,usr,0.0828253220703386,0.0037623363186972,0.0154511147817129,0.0041918061612219,0.0330943188086045,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,q,usr,0.2556255624056666,0.0575901336170616,0.6312400620325475,0.0784267396402521,0.0,-1,1.3521419378562236
00028CD7D203AF88C4FE4D0A83A0016E,z,usr,0.2724572559914313,0.0229605343430126,0.035388491789647,0.0234530494266306,0.2374517374517375,-1,1.3521419378562236
000343EFFAAF27FE66CAD41434814C71,f,usr,0.3830987730436732,0.3404200956798555,0.1120322588709546,0.3328121092368927,0.2409266409266409,-1,0.5034749034749035
000343EFFAAF27FE66CAD41434814C71,i,sys,0.0800754773800883,0.0,0.0,0.0,0.0926640926640927,1,0.138996138996139
000343EFFAAF27FE66CAD41434814C71,k,usr,0.2179832439791294,0.0536154593150307,0.0540374594574551,0.0537321858390523,0.2625482625482626,-1,0.5034749034749035
000343EFFAAF27FE66CAD41434814C71,q,usr,0.7514775569515983,0.0149177727976246,0.1169850088010312,0.0186339875447011,0.0,-1,0.5034749034749035
000343EFFAAF27FE66CAD41434814C71,s,sys,0.086235129486249,0.0,0.0,0.0,0.0,1,0.138996138996139
000343EFFAAF27FE66CAD41434814C71,z,usr,0.017370218939373,8.549063348755268e-05,0.0003952284669192,9.684415188435252e-05,0.0463320463320463,1,0.138996138996139
00046AA87AAF8C9971F99597ED7D90DF,a,usr,0.4088414927302906,0.3020258787951647,0.3762657742994857,0.3052800245979021,0.6833976833976836,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,c,usr,0.2009586499634909,0.2307716582391965,0.1543831753073817,0.2284483085048405,0.0741312741312741,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,d,usr,0.5725686188971905,0.3645219815722952,0.1735096061915323,0.3583100947848514,0.5405405405405407,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,f,usr,0.1527926312003313,0.0310214102873834,0.0979379507739007,0.0334980098560372,0.8169071326966066,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,i,sys,0.0230986953981024,0.0,0.0,0.0,0.0,1,0.0
00046AA87AAF8C9971F99597ED7D90DF,i,usr,0.3621673024291881,0.0464891379311888,0.0576594457708236,0.046980743352661,0.4571428571428573,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,k,usr,0.0153991302654016,0.0,0.0,0.0,0.0,1,0.0
00046AA87AAF8C9971F99597ED7D90DF,n,usr,0.2742636430702244,0.0006296120752337,0.0042470701399658,0.0007615128036843,0.1853281853281854,2,0.1853281853281854
00046AA87AAF8C9971F99597ED7D90DF,q,usr,0.0400377386900441,0.1094422103392744,0.2741864771663951,0.1156020318499213,0.0,-1,2.5721194879089624
00046AA87AAF8C9971F99597ED7D90DF,s,sys,0.2584487362876569,0.0,0.0,0.0,0.1853281853281854,3,0.1853281853281854
00046AA87AAF8C9971F99597ED7D90DF,z,usr,0.1842762588426392,0.0,0.0,0.0,0.0308880308880309,4,0.0308880308880309
00050A1B07C0BD248726E0385D04D657,d,usr,0.4020230161784071,0.9766362754309176,0.4833272511509752,0.9606601044875348,0.1441441441441441,-1,0.6537966537966539
00050A1B07C0BD248726E0385D04D657,k,usr,0.2471560407596957,0.024718062891271,0.0330883876554358,0.0250672906469894,0.5096525096525097,-1,0.6537966537966539
00050A1B07C0BD248726E0385D04D657,z,sys,0.0487365051856601,5.0591297520661e-06,2.3120429080264967e-05,5.721311363719051e-06,0.4916344916344917,1,0.4916344916344917
0005BB047145A248C3878E7E516A093D,a,usr,0.2897690697246537,0.3037260368174458,0.5629288243671898,0.3136666362643985,0.3136323136323137,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,c,usr,0.1801698241051988,0.5456615951690448,0.3180084149637162,0.5384686163757318,0.0463320463320463,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,d,usr,0.2007661608351734,0.029342511661931,0.3379260647939119,0.0405480505754658,0.2316602316602317,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,g,usr,0.0786318089177069,0.7159908032692088,0.0260095284523053,0.6924149781273298,0.0347490347490347,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,i,sys,0.0508171298758253,0.0,0.0,0.0,0.0,1,0.0463320463320463
0005BB047145A248C3878E7E516A093D,i,usr,0.1605359330168117,0.0866553780838771,0.3436251960328833,0.0961044424128774,0.1274131274131274,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,n,usr,0.1076570306998965,0.1282803113504239,0.055705111287059,0.1259007600938209,0.0926640926640927,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,o,usr,0.1932590848307901,0.003285954417726,0.0297239289897463,0.0042474530432774,0.0231660231660231,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,q,usr,0.2977165184644311,0.4973452421774901,0.3431427933695263,0.4927147985766192,0.0772200772200772,-1,0.9468369468369469
0005BB047145A248C3878E7E516A093D,z,usr,0.0657029557990468,0.000639874052287,0.0050276027386802,0.0007996262736154,0.0463320463320463,1,0.0463320463320463
0006506ECE84442A678FC8592E4C3EB4,a,usr,0.0538969559289056,0.0320979137053824,0.0453204033424288,0.0326364318978432,0.0463320463320463,-1,1.122779922779923
0006506ECE84442A678FC8592E4C3EB4,c,sys,0.0215587823715622,0.105940325970987,0.0414073797792217,0.1038090811475587,0.0154440154440154,-1,1.122779922779923
0006506ECE84442A678FC8592E4C3EB4,e,usr,0.8801458453913984,0.2310741533046069,0.280191972267118,0.2332862760149343,0.0308880308880309,-1,1.122779922779923
0006506ECE84442A678FC8592E4C3EB4,f,usr,0.2838659372154811,0.3308004066392842,0.2575566999146964,0.3287800119238348,0.8756756756756758,-1,1.122779922779923
0006506ECE84442A678FC8592E4C3EB4,g,usr,0.0943115251876137,0.6549621705358735,0.0702661795658268,0.6350750929303057,0.1544401544401544,-1,1.122779922779923
0006506ECE84442A678FC8592E4C3EB4,n,sys,0.0400377386900441,0.0,0.0,0.0,0.0,1,0.0463320463320463
0006506ECE84442A678FC8592E4C3EB4,z,usr,0.1555312156805562,0.001057616084382,0.0,0.0010214031644052,0.0463320463320463,1,0.0463320463320463
0006AF38FDCBF38C2A5014B69F23C03A,c,usr,0.6851073055077174,0.0,0.0,0.0,0.1158301158301158,-1,0.6996138996138996
0006AF38FDCBF38C2A5014B69F23C03A,d,usr,0.57592747192602,0.5677545015192623,0.5113950997777384,0.5667926699273009,0.0741312741312741,-1,0.6996138996138996
0006AF38FDCBF38C2A5014B69F23C03A,g,sys,0.0523570429023654,0.0,0.0,0.0,0.0,1,0.94980694980695
0006AF38FDCBF38C2A5014B69F23C03A,h,usr,0.0338780865838835,0.0024366789092256,0.0186555688607081,0.0030273254900567,0.4169884169884171,-1,0.6996138996138996
0006AF38FDCBF38C2A5014B69F23C03A,i,usr,0.1283260855450133,0.0294931260666947,0.0894193500542021,0.0317142530068937,0.0926640926640927,-1,0.6996138996138996
0006AF38FDCBF38C2A5014B69F23C03A,z,sys,0.0254855605892396,1.2842481024639723e-05,0.0004397944961538,2.8293779621137344e-05,0.94980694980695,1,0.94980694980695
0009514C53AB4B46CB54D47C48747559,a,usr,0.0277184344777228,0.0,0.0,0.0,0.0,1,0.2978488692774408
0009514C53AB4B46CB54D47C48747559,i,usr,0.1127216335427397,0.0280265324538798,0.1499813509746569,0.0324861532285617,0.4169884169884171,-1,0.9557639271924987
0009514C53AB4B46CB54D47C48747559,j,usr,0.1556799691838002,0.0001706798237411,0.0092117415990692,0.0004976821660168,0.2978488692774408,1,0.2978488692774408
0009514C53AB4B46CB54D47C48747559,k,usr,0.3755128183872248,0.0411120204965426,0.0463327952181839,0.0413784750345129,0.3574186431329289,-1,0.9557639271924987
0009514C53AB4B46CB54D47C48747559,n,sys,0.0153991302654016,0.0012818698652371,0.0106135856513744,0.0016214775234933,0.0,-1,0.9557639271924987
0009514C53AB4B46CB54D47C48747559,p,usr,0.2003940151870929,0.3365039490745731,0.3163157627420205,0.336411396465695,0.1257584114726971,-1,0.9557639271924987
0009514C53AB4B46CB54D47C48747559,t,usr,0.1016342597516506,0.0,0.0,0.0,0.0,1,0.2978488692774408
0009514C53AB4B46CB54D47C48747559,z,usr,0.3687578394221505,0.157555663166904,0.0361420292320745,0.1534668500075366,0.0555984555984556,-1,0.9557639271924987
000BAAE919BA2557AC8AD58A7276AA3A,f,usr,0.2384660554108641,0.3322949454632944,0.2120373239107907,0.3285786329187778,0.8648648648648651,-1,1.7220077220077226
000BAAE919BA2557AC8AD58A7276AA3A,g,usr,0.0852766607323699,0.0608160955373659,0.0850249498532229,0.0618059375143362,0.3474903474903476,-1,1.7220077220077226
000BAAE919BA2557AC8AD58A7276AA3A,h,usr,0.0515870863890953,0.037481962994209,0.0125799127094743,0.0366531234854587,0.5096525096525097,-1,1.7220077220077226
000BAAE919BA2557AC8AD58A7276AA3A,k,usr,0.076995651327008,0.0493901815035677,0.1670036578263743,0.0537333723970837,0.0,-1,1.7220077220077226
000BAC3E23007010346E79B1ED5D25E2,b,usr,0.1936623953853602,0.2506095456986326,0.133913400594463,0.2468673127507866,0.1853281853281854,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,d,usr,0.1034308249492807,0.0962031582570682,0.4481069966926153,0.1091005301207092,0.1158301158301158,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,e,usr,0.7406144874608158,0.3316687471340462,0.57991592009228,0.3412663764602947,0.6387203530060674,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,i,sys,0.0251519127668226,0.0,0.0,0.0,0.0330943188086045,1,0.0330943188086045
000BAC3E23007010346E79B1ED5D25E2,i,usr,0.2027170839814163,0.2440329090674701,0.1579984688168665,0.2413861231280435,0.1065637065637065,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,p,usr,0.1158278581048464,0.1316710224547796,0.1431772268135904,0.1323359892856596,0.1760617760617761,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,q,usr,0.207660192831474,0.1069873765492541,0.2161915650880335,0.1111357306646777,0.5220077220077222,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,s,usr,0.0734025209317476,0.0615796965131474,0.1204966966141658,0.06382508785972,0.0463320463320463,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,t,usr,0.6595389876877998,0.266439139312217,0.5323020304357258,0.2765498140143273,0.1257584114726971,-1,2.1065637065637066
000BAC3E23007010346E79B1ED5D25E2,z,usr,0.0952898180823051,0.0404060886696838,0.1021838335852587,0.0427147713924963,0.18996138996139,-1,2.1065637065637066
000C1F225DAAEDE0DF4FCAED6DE7EF3C,d,usr,0.3275441320624652,0.4816573849986709,0.366509973744969,0.4784084185178618,0.3397683397683398,-1,0.8946173063820124
000C1F225DAAEDE0DF4FCAED6DE7EF3C,f,usr,0.4162665830015172,0.2671581272876844,0.5683342994834837,0.2785461321802631,0.2807176924823984,-1,0.8946173063820124
000C1F225DAAEDE0DF4FCAED6DE7EF3C,g,sys,0.0092394781592409,0.0,0.0,0.0,0.0,1,0.0
000C1F225DAAEDE0DF4FCAED6DE7EF3C,i,sys,0.1774749763087535,0.0,0.0,0.0,0.0115830115830115,0,0.0115830115830115
000C1F225DAAEDE0DF4FCAED6DE7EF3C,s,usr,0.2001886934502209,0.0010820979381872,0.0296944831602572,0.0021179929506348,0.0,-1,0.8946173063820124
000C1F225DAAEDE0DF4FCAED6DE7EF3C,t,usr,0.3809936478056089,0.0072679798963998,0.0260509591478213,0.0079604185681165,0.2741312741312742,-1,0.8946173063820124
000D8503D19B85B20D7884A3C3B114BD,a,usr,0.4471907429072626,0.0199634828668642,0.4655320207036899,0.0361009273997021,0.1853281853281854,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,d,usr,0.1185733030435923,0.1445363153210542,0.2116773435063221,0.1472358769418085,0.0579150579150579,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,e,usr,0.7073333835241137,0.3221356598275792,0.4087430120684278,0.3258747390048765,0.0,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,f,usr,0.4327469872542451,0.6314183763852396,0.5730489600681167,0.6305044144291013,0.0463320463320463,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,g,usr,0.09598791198767,0.4202690861385421,0.0695199179720488,0.4083909674188549,0.0421200421200421,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,i,usr,0.3326212137326746,0.5429102428322437,0.5748109468688176,0.5450904771223751,0.0694980694980695,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,t,usr,0.873130686048271,0.0,0.0,0.0,0.0,-1,0.4475254475254475
000D8503D19B85B20D7884A3C3B114BD,z,sys,0.2438623378973737,0.0,0.0,0.0,0.0463320463320463,5,0.0463320463320463
000D8503D19B85B20D7884A3C3B114BD,z,usr,0.1670805633796074,0.0043303503010533,0.038665645877911,0.0055791783496461,0.0463320463320463,-1,0.4475254475254475
000EE8F9E894174B960A7A907F04ADBF,d,usr,0.2898886272461852,0.5330617030850563,0.4718857763556532,0.5318601733674174,0.0694980694980695,-1,0.4169884169884171
000EE8F9E894174B960A7A907F04ADBF,i,sys,0.0100949853962077,0.0,0.0,0.0,0.0617760617760617,1,0.0617760617760617
000EE8F9E894174B960A7A907F04ADBF,i,usr,0.1705453676893228,0.0027625323833721,0.0300331101993809,0.0037531246483746,0.0694980694980695,-1,0.4169884169884171
