uid,app_type,duration,up_flow,down_flow,up_and_down_flow,count,count_day_column,flow_pers_avg,mid_time,use_situation
0000B0540F08BB99C22D22219A1B47A2,usr,9.788115738159202e-05,0.048399410889173364,0.027623767980276298,0.04887401668742926,0.02972972972972973,0.1,0.015569581964652466,20:55:14,True
00022474E06735ACCAC428E1AC7EAC16,usr,0.00012721668994376072,0.0,0.0,0.0,0.03344594594594595,0.3,0.0,16:34:41,True
00028CD7D203AF88C4FE4D0A83A0016E,usr,2.4204307939469765e-05,0.009322762715785178,0.015665714812440678,0.009759569689640367,0.01114864864864865,0.1,0.012369392325034435,15:24:28,True
00046AA87AAF8C9971F99597ED7D90DF,usr,3.530625979007827e-05,0.008270668728801635,0.009743179432360543,0.008519468046411134,0.1337837837837838,0.8,0.007452773736592879,13:53:57,True
00050A1B07C0BD248726E0385D04D657,usr,0.00011073692533479023,0.034490867027928016,0.0800442597066454,0.036844319657390205,0.007432432432432433,0.2,0.010381227627991875,17:20:48,True
0005BB047145A248C3878E7E516A093D,usr,6.185119921964905e-05,0.01087590309914837,0.02195957177386334,0.011508480681421575,0.046718146718146725,0.6,0.005783657004934704,17:11:46,True
0006506ECE84442A678FC8592E4C3EB4,usr,9.309349207488372e-06,0.000912695050810513,0.0014307192551207418,0.0009520210890103268,0.007432432432432433,0.0,0.0030328119892868255,20:19:36,False
000BAAE919BA2557AC8AD58A7276AA3A,usr,3.0321880275819268e-05,0.004729454615473024,0.0037815112163211524,0.004811963644553707,0.007432432432432433,0.0,0.004889506093405774,11:46:24,True
000BAC3E23007010346E79B1ED5D25E2,usr,7.520221250490769e-05,0.04833912859020031,0.03470648650736139,0.049050767077921435,0.06875,0.3,0.020305132299632236,16:41:08,True
000D8503D19B85B20D7884A3C3B114BD,usr,7.724100028156065e-05,0.0005676559597227686,0.014696374629845518,0.0010530821606028092,0.02972972972972973,0.0,0.00042450765970674856,09:05:17,False
0015AE689CD28553CB5FD29E394C7D11,usr,0.00010222235389977792,0.13814457920073472,0.04154889043957232,0.13825398475082612,0.013006756756756757,0.3,0.04218222680214336,11:00:04,True
00162AF5828E9DC44292C8AC9CF82D85,usr,0.00010937155411769195,0.0666169934221152,0.029882762194129154,0.06699851224419058,0.037162162162162164,0.1,0.019111971518225843,16:47:19,True
0017D171EFC2913399F93B6201505426,usr,1.6336900353816605e-05,0.0,0.0,0.0,0.015540540540540541,1.0,0.0,08:00:04,False
0018590FBC9209FB7A3F1E1469486289,usr,0.00011265790215538309,0.010418600325415058,0.014930811156809989,0.010820734314373281,0.05945945945945946,0.0,0.002997099164918748,01:10:48,False
001A7AE4375E43D5ED4FD247FD9C0577,usr,2.659814059282392e-07,0.0,0.0,0.0,0.0222972972972973,0.0,0.0,07:44:54,False
0024D5C6AE3A14A6E58C13CF558F04AA,usr,0.00039997692753697655,0.11341585637184835,0.17630723955786565,0.11825325828368048,0.00990990990990991,0.2,0.009256629382371474,09:02:25,True
0024F28D708D34E566B92B6AFC7C37C6,usr,0.0001561310852798764,0.057983991550597254,0.09925816240323009,0.06076164335551283,0.007432432432432433,0.0,0.012159476000624489,06:43:24,True
002A2B5D60C0854968191F12DFD0A222,usr,3.861733369547166e-05,0.005935960857306901,0.01256074865324369,0.006300427728950682,0.0722007722007722,0.6,0.005045427761820879,12:44:34,True
002A50758A427F6EDCD09DF7AA3FA673,usr,6.959002403039947e-05,0.0,0.0,0.0,0.07680180180180181,0.2,0.0,21:08:07,True
