uid,app_type,duration,up_flow,down_flow,up_and_down_flow,count,count_day_column,flow_pers_avg,mid_time,use_situation
0000B0540F08BB99C22D22219A1B47A2,usr,185.0,3476297.125,66862.25,3543159.375,5.0,2,19152.21283783784,20:55:14,True
00022474E06735ACCAC428E1AC7EAC16,usr,240.1458333333333,0.0,0.0,0.0,5.5,4,0.0,16:34:41,True
00028CD7D203AF88C4FE4D0A83A0016E,usr,46.5,669609.25,37918.25,707527.5,2.5,2,15215.645161290322,15:24:28,True
00046AA87AAF8C9971F99597ED7D90DF,usr,67.36978939724037,594042.3942265796,23582.98474945534,617625.3789760348,19.0,9,9167.690510864715,13:53:57,True
00050A1B07C0BD248726E0385D04D657,usr,209.16666666666663,2477313.25,193744.0,2671057.25,2.0,3,12769.994820717133,17:20:48,True
0005BB047145A248C3878E7E516A093D,usr,117.26978021978024,781163.8608974359,53152.28461538461,834316.1455128205,7.285714285714286,7,7114.502508226701,17:11:46,True
0006506ECE84442A678FC8592E4C3EB4,usr,18.5,65554.5,3463.0,69017.5,2.0,1,3730.675675675676,20:19:36,False
000BAAE919BA2557AC8AD58A7276AA3A,usr,58.0,339694.0,9153.0,348847.0,2.0,1,6014.603448275862,11:46:24,True
000BAC3E23007010346E79B1ED5D25E2,usr,142.36742424242425,3471967.337121212,84005.69318181818,3555973.0303030303,10.25,4,24977.434614872956,16:41:08,True
000D8503D19B85B20D7884A3C3B114BD,usr,146.2,40772.0,35572.0,76344.0,5.0,1,522.1887824897401,09:05:17,False
0015AE689CD28553CB5FD29E394C7D11,usr,193.16071428571428,9922261.339285716,100567.46428571428,10022828.80357143,2.75,4,51888.54700933716,11:00:04,True
00162AF5828E9DC44292C8AC9CF82D85,usr,206.6,4784778.542857142,72330.05714285714,4857108.6,6.0,2,23509.722168441436,16:47:19,True
0017D171EFC2913399F93B6201505426,usr,31.71060606060606,0.0,0.0,0.0,3.090909090909091,11,0.0,08:00:04,False
0018590FBC9209FB7A3F1E1469486289,usr,212.77777777777777,748318.0,36139.444444444445,784457.4444444445,9.0,1,3686.745169712794,01:10:48,False
001A7AE4375E43D5ED4FD247FD9C0577,usr,1.5,0.0,0.0,0.0,4.0,1,0.0,07:44:54,False
0024D5C6AE3A14A6E58C13CF558F04AA,usr,752.8888888888888,8146116.0,426744.77777777775,8572860.777777778,2.333333333333333,3,11386.62145808737,09:02:25,True
0024F28D708D34E566B92B6AFC7C37C6,usr,294.5,4164711.5,240250.5,4404962.0,2.0,1,14957.426146010186,06:43:24,True
002A2B5D60C0854968191F12DFD0A222,usr,73.59404761904761,426351.54608843534,30402.800850340136,456754.3469387755,10.714285714285714,7,6206.403394240791,12:44:34,True
002A50758A427F6EDCD09DF7AA3FA673,usr,131.81746031746033,0.0,0.0,0.0,11.333333333333334,3,0.0,21:08:07,True
00344A0C6F8352EBCEE0961D2FD6001C,usr,615.5,9766390.625,236576.6071428572,10002967.232142858,2.75,4,16251.77454450505,07:43:25,True
0036CD1D41364E716E264801B7BBD2CA,usr,20.9,173411.7,24407.0,197818.7,3.5,2,9465.009569377991,15:07:01,True
003945EF1BE2D66EE801A2F09DDF702C,usr,65.5,2606920.5,21272.666666666668,2628193.1666666665,6.0,1,40125.08651399491,12:55:07,True
003A8891295BA3EA3A92E0F4B8F9CE42,usr,46.232796451914105,0.0,0.0,0.0,11.833333333333334,6,0.0,11:54:58,True
003D41F053AAD6E04B2DB740C855E044,usr,453.65238095238095,3958335.442857143,121823.49523809525,4080158.938095238,2.0,7,8994.020773195336,13:45:05,True
003FB8AD3313F63709B406E6EE821EE0,usr,486.0833333333333,0.0,0.0,0.0,3.0,6,0.0,18:12:06,True
004249BC1C5012600580B641795C749B,usr,137.14675925925928,3604103.313888889,77274.04212962963,3681377.356018519,6.666666666666667,9,26842.612803262247,16:05:15,True
004347B5DA8327084ACBBF3EF1FAE907,usr,433.02777777777777,3805222.680555556,98111.63888888888,3903334.319444445,4.333333333333333,6,9014.050644685356,15:44:53,True
00454FBA1FA7C6FE0920F9430999CCB2,usr,88.05333333333333,4577193.046666667,103330.2,4680523.246666667,3.6,5,53155.5486826166,11:42:36,True
004564EE01486EF9311157E481BFBEFE,usr,150.70634920634922,1252815.3,47477.795238095234,1300293.0952380951,5.2,5,8627.991468745062,12:34:03,True
