uid,cluster,score
0000348F61881026FE0036840F25309F,0,1.3555593611689658
0000B0540F08BB99C22D22219A1B47A2,-1,2.5868397483317858
00022474E06735ACCAC428E1AC7EAC16,0,4.671028515902676
00028CD7D203AF88C4FE4D0A83A0016E,-1,4.44117742993387
000343EFFAAF27FE66CAD41434814C71,-1,2.2612127600699505
00046AA87AAF8C9971F99597ED7D90DF,-1,4.23876759047277
00050A1B07C0BD248726E0385D04D657,-1,2.2887031058692804
0005BB047145A248C3878E7E516A093D,-1,4.5387355518610395
0006506ECE84442A678FC8592E4C3EB4,-1,3.6572804286305653
0006AF38FDCBF38C2A5014B69F23C03A,0,2.282509097478367
0009514C53AB4B46CB54D47C48747559,-1,2.0146969047082943
000BAAE919BA2557AC8AD58A7276AA3A,-1,1.4319095531945072
000BAC3E23007010346E79B1ED5D25E2,-1,4.799776882743375
000C1F225DAAEDE0DF4FCAED6DE7EF3C,-1,2.7843366385178454
000D8503D19B85B20D7884A3C3B114BD,-1,4.628844345959678
000EE8F9E894174B960A7A907F04ADBF,-1,1.2047945375555293
000F53F3E09B16740B6B76C3C27E5953,0,2.586262034163768
000FA718C516FA03B3EC27652BA5DD73,-1,3.0912895455481317
00133AFC39ACF35799E8956D183D6417,0,3.8708930401329003
0015AE689CD28553CB5FD29E394C7D11,-1,4.419667074212359
00162AF5828E9DC44292C8AC9CF82D85,-1,3.491379240606087
0017D171EFC2913399F93B6201505426,0,5.0981964925198975
0017D39427FE74D9F9C614626D8FE94A,-1,0.5146963317508066
0018590FBC9209FB7A3F1E1469486289,-1,7.383625991393119
0019635328242787E9F55F0A69653921,0,3.250208001533612
001977B48BE36831271784088BEF4B84,-1,2.809069208317441
00197C6E56EF66C2FEDC10ADA2C80449,-1,0.4751281712196485
001A7AE4375E43D5ED4FD247FD9C0577,-1,3.9843496424300016
001C3DB1F919774C8221D84DD7E5E791,-1,1.6366585049999545
0024D5C6AE3A14A6E58C13CF558F04AA,-1,3.1020568804375133
0024F28D708D34E566B92B6AFC7C37C6,-1,4.798240134598125
0029F7BD0CD04787727AA93B9C980679,-1,4.879475382515663
002A2B5D60C0854968191F12DFD0A222,-1,3.29627610200349
002A48F0A564F1CC735D8E2D9DFCCF36,-1,1.6192855271031819
002A50758A427F6EDCD09DF7AA3FA673,0,3.2894205031451893
002B3F0E736F9FC7F098178055DA0E4F,-1,2.717070553567349
002C54B04B5E0F8552691A67DC7C4229,-1,0.7953232734875555
002E27021DF627EF2846679E6A9586D8,-1,0.8080532303797857
0030D7B08A7823479B72A38745853C8C,-1,5.034802862866039
0033C8183C1CD98B042A781C58BC706D,-1,2.4795742007250543
00344A0C6F8352EBCEE0961D2FD6001C,0,1.809704949053369
0036CD1D41364E716E264801B7BBD2CA,-1,5.0770210153876665
003945EF1BE2D66EE801A2F09DDF702C,-1,2.932471698744703
003A8891295BA3EA3A92E0F4B8F9CE42,0,7.981525734854795
003B1129BF88A463CEAE55D9F92B2F45,-1,1.9337013908796665
003D36430DEA26C19AA29DE22E90BC79,0,0.154260613725699
003D41F053AAD6E04B2DB740C855E044,-1,3.429925585378471
003FB8AD3313F63709B406E6EE821EE0,0,1.5374793366258626
0041D670678FBCF741DA50973586EC1B,0,2.844403906556045
004249BC1C5012600580B641795C749B,-1,2.9890135269719993
004347B5DA8327084ACBBF3EF1FAE907,-1,4.760293322322939
00454FBA1FA7C6FE0920F9430999CCB2,-1,2.2252562353994163
004564EE01486EF9311157E481BFBEFE,-1,3.4510174001143366
00461BBFCA78688089EFBCBC4103DA79,-1,1.3796948554990036
0046B95F17892021255970DCA9C9C74B,-1,0.9109302867250437
004769FA7C1D41E19A2A12DA161EE978,0,2.662764978615119
0047D72187384C01011C4F32F6C6CE0F,-1,2.31140065605039
0049B0699AA4C960F1CE4F3A14D11A4A,-1,4.111641357836232
004A9B299275EB655EA48734EA3098D8,-1,4.527863339155339
004AA19ED3290E907ED8080457327497,-1,1.2853717380213665
004E6FB5312635FDEF91D09158E23A4C,-1,4.072560751149144
0050AE70E6B2B01E010ABBEAD2A97E72,-1,0.5232632860334878
0050DD840233290B13B42F5A3A1D433E,-1,5.9203696940062605
0053E02FCB41C7DAC43C94200DEFFAE3,-1,3.196648218499507
00546BB3D290B8CAA9DAA6447742AAF8,-1,1.5908540529880244
0054AB18F0DBDEBE9877D0AEDA1EBFD4,-1,2.9166975585885777
0055100271C7AD493DDCADBCCF683337,-1,3.147453565068033
00576E8A2623B6952FA78DA5C3522D78,-1,1.6554420654524447
005827219223C91C56553F7FB46D6C34,-1,1.6418164668610116
005AFE4441A8BD5FFB58B800C5A49D84,-1,0.9567190561776509
005B9D33F321DAD36E1889A339CB8DEA,0,3.137320443664871
005BA677F7E36E52709C3C78F22A7856,-1,4.758461348678296
005BEDD428992FC920078C5489AF0E22,0,7.070681897812565
005CBDDBB52E8280568F6C9553C13C59,-1,4.670901037767229
005E4EB81B3DC17977801EDBD8C673EC,-1,2.9813368384198875
0061FF8DC7B67EF645987A0E268C6B3C,-1,4.065670352810264
0065C511062B90BB19A8485948015941,-1,2.1518248114145004
0066E0D6FBF340A22549F79FF4D79BE9,-1,4.127254158642652
0067B460E400EBF5268670638EF40809,-1,1.63641974777407
0068BE0D51FEF87BA6C735002E1A194A,-1,4.45685630238283
0069210D40C20B093FA45D96773426AF,0,2.771754680571358
006944E291818393E0CD29A338AF71C1,-1,2.518620351902542
006AE77B29F983C3C4A9C8AA12881C98,-1,3.910075255590937
006EA7CDAAD40090C71C91C4FD87C1C6,-1,3.430592509023655
00714E796D410DCDAAE1CE231D713072,-1,1.1620426438219345
007481C7AD3AAA214C84F12364CAE102,-1,3.0426269803377934
0074CB77737FDEF0DA492EBF152A5E42,-1,1.1453003989884945
0075DAF817BEE8AB06C59BC68AC16482,-1,5.101721956832106
0077866E8EAE4CB327DE1389C729BE79,-1,1.1120981341103962
0077B56DAAA9CEEF005D711598383C79,-1,3.248411103187071
007B757C147692F3918FAF90487E5C69,-1,4.5631048657883335
007BD9E1BBCE61C4343D2EDABDCD22B7,-1,5.809915215437253
007CBD434C6C7D56DDBE33EB43BFCD88,-1,3.017209266538732
007D616C0F7E26D922311861ABDA1BB8,0,0.2110354124039226
007D99E3D7BA93DE387B8D551455C0BD,-1,4.246531712096342
007EFF707C196C630768F634260049DA,0,1.43013969678867
007F99807A5404BF343035D4D9243B76,-1,3.044547787817849
008078B294A4C975C965DAEB60D16DB6,-1,3.564774858862256
00840E62B0B59165FBB6F9550CD6F6A5,-1,1.6157703575558622
0084166C195FE830351ED36AC8BE640A,0,2.0767470241080512
00884D897DB55253569DB4ECA7B792A3,0,1.4835295355688682
00886741F5710762EC05ABC902634496,-1,2.640093710798458
008942A837E8177B70A1945B7B81E6E1,0,0.3329095131552472
008A2337FF6E5AEBD492E9C999A919CD,-1,5.834391385417606
008C2DE1EE91DF6D81568B6ABB628417,-1,1.634892812006845
008C588B83075A85E0F04FF98845024E,-1,3.1221605411650186
008D13432807EAB3FA65215890BF90F3,-1,8.107844586541574
00908E72AABD4F169BD51FC4DCC2DC2D,-1,5.411389407414057
00915349CDB3F4BA1150CB40350AC4AC,0,3.110845893918448
00924DFAB8383434114306B43EBD15D4,-1,1.1559257077175695
00927310676E5467FDCE8BF6E560938C,-1,1.0024515476864164
00928A00E9C0AFFC5208A93936B647DE,-1,1.621111192942069
0092B2FACAA5A790811A6D6E1845BE6A,-1,4.076625512634594
00944CA4A42B882AB88E5353C3671D62,0,4.437632035064248
009497332169FC7EF522CB26F06758D5,0,3.8411556962910973
0097084261EE335B0381F7FB637F7D66,-1,0.5261149090161377
0099345F8EB4043A3C776D081C9F4DC2,-1,2.835593566143836
00996F8141D2D0A18337F7C1D491C339,-1,3.7622852344315314
009A4C2847B003EB7B9CF4342ED5C0DF,-1,3.3193212806317294
009BBD97DA56A6CCDAB8A9470FB1C25D,-1,0.7991963139077785
009C186EDF28BF6ABF6952F7CB412FA8,-1,4.100453626925594
00A3357DCDB0324439693158F97AB10A,-1,2.889415340760977
00A49B0BFD7DD654D5084D493AD4FC0A,0,1.9071418493638983
00A5B9EA7BDB095253DF483E6837DBFF,-1,1.1514339348543448
00A6999BFB9CBF0619DA034F4CE638A3,-1,4.705844080794142
00A6D1669D681700BE84CEA52DBEB380,0,1.03400309682406
00A9EF5F1B749A4AE5221C0BA11AA054,0,6.075271030007295
00AB3CE81F873440CE5E0AF6302EEEFE,-1,2.239812286244937
00AB739B0E51E611B9A0D40B53A79D02,0,0.8376943021607968
00B352059097510410EC7013356ECD11,-1,2.7295395941659715
00B3ED161432E58FB59EA34CA4476490,0,3.7179876643350864
00B42715BA5A72816049DE13A24CDEDE,0,2.1374617075209734
00B4C99D7E6DFE2CCE43A716E0977265,-1,7.85828079215482
00B52D5CE82B9DE2A9E86B86F110AF65,0,0.0701555054681115
00B6CDAEBF9AF8391506D61662645D52,-1,4.599821401351732
00B902FB5B6EBBB261A605504A73E046,-1,2.6909833414772626
00BE2C3DC7CF088DAC4C4DE3203E6EC9,0,2.51866217930875
00C2CAF21F3289F45165757829BCD7A1,-1,8.87720157756419
00C342A378B88309ACA5EC9443CCC899,-1,1.4100736375586176
00C4E637EBD72E560B972449F6D20F56,0,4.771416077326394
00C54DAA44849D280B3A132075326FE7,-1,2.813528252731491
00C5702F74541D668D146BA62B9764A1,-1,3.691392164933167
00C5D4A3A4135C2C2E88C231A943A262,0,3.9028724217957067
00C930CB5B5976DC83C82B394351967D,0,4.935553989164533
00C934BAA12B463663DBBD747566F981,-1,3.5250116221093686
00CBAFA2A877C42936A2C504C86C34B4,-1,6.1922124205699935
00CD3F5324B971A522AC357FA42953B7,0,1.970191944650996
00CDE45693BF62724B1D41D4D903E5DB,-1,4.021720941507554
00D019EB30549E5EF90BCEBF5E277772,0,4.303039316835219
00D09B72D2FA36247ADB4F7C5AF7CB73,0,3.1026685284514333
00D63DBB66DF12F41A43F708B84BAFF1,-1,3.1679472379056333
00D773F668B867FF2FABB1E3E4F07D04,0,3.934679623737984
00D9881BF85758D9FAEC97F8B5E20F78,0,2.083032016365045
00DD96AA4A840227C7BFB136BEE52FED,0,6.400155067520071
00DEDF34A03E67D9E324B7C0067A9158,-1,4.4449043699366015
00DFBE687CD32299879E8CEFD4584A3F,0,3.5309985966855795
00E155EC157E491A63CAB55EDB64C180,0,2.9689565361863783
00E3072926874E062597DD5FE8FDECDB,-1,0.7315805460423115
00E4DC08DF4C44E96790EE267EA28974,-1,3.6111632237208937
00E530A527874214C9A49A80399ABFCE,0,2.8101304853937106
00E9558665B0323A3B05B449F811EF1A,0,3.5905796261814698
00EBD9C66A6E9ABB1BEF34FE6B85DAD3,0,4.510995357384158
00ED3629DE183FFB5A2610A26FE37B1A,-1,2.768236253025294
00EF7400CD0079DB7A9870F1DE0FE54C,-1,0.8506898430980456
00F18F8A0C31097451DE90C6B815AE2B,-1,1.2519823224310893
00F2010B2935B27B1D042C3DA25B21ED,-1,0.7066459102260723
00F22BEC3FF513C05DC5B4F906EFCED0,0,3.50053722376624
00F46BADFF57FC01C1ACCAF80F8E8113,-1,6.726223481615338
00F7483F90059F33C065D535EB202168,0,7.505041589213938
00F76407A73CF630CC693C5A4E348035,-1,4.8876913096674715
00FA0A101969DCA139BA37BB30ACD3E8,-1,1.899160150828503
00FB4DB76E1161973695E66458EAB74E,-1,0.6966860880898824
00FC8BFD479CF7B5D694156864F12EA0,-1,6.474473116203014
00FE2463C4FA6126475250ADBB656D71,-1,1.943381453371846
00FF57CF4216214E9630445DD726AB93,-1,0.8776810988918795
01003007334258987DFEA08FAB24E904,-1,3.476953091757526
0100CAF7F9E6BE7DFFF08B44C8D66E03,0,5.089836894345371
0101B02BE2A157FEB564477812A3229F,0,5.588390768980373
0102E21569828C3480E07CC6C67905A6,0,2.4889264737481014
0104825A235CFAB14D7C3B45777916FF,-1,5.952555913064807
0104FEC7B6838C719145B995156A4D30,-1,4.470543410637396
01052C24931228D7FC83E3862C2598B6,-1,2.2649344912040528
010610540DFA6FD936DB92329B8A3E15,-1,4.0239265589974345
010B048FC0C35E712A1925E14D187510,0,3.4836305698884136
010BB976532A8136F9F3488201E39613,-1,1.1499833436057678
010D2995D5480FB08C4745380B28086E,-1,5.187551377416216
010E2BA6F2D68965F0200C4AD39F3952,0,0.2362877972306098
0110B40E59D36BF8A544A62E42018FF6,-1,2.439849132179483
0110E816D44FF61232884119820A212B,0,3.8273293334286107
0112941FF00DFB2E320CC798E6E790A7,-1,4.483486849606179
01155373A7DA0FF1A7C863236F2EFC4C,-1,5.720538092515327
0115AC546066D8D50D9D58A010418C02,-1,9.848037560585851
0116363C2C598F99B3CB529C7B6318CB,-1,2.167136828712849
01166156BF325FAE0768B75825E76300,-1,3.9569160836839514
01192643596E693FB210692CE05E8484,0,5.712648206311422
0119801F0B493CF66EAB42505D931AC3,-1,4.524300981257774
011B1392662D070F38E51DA883054FF8,0,0.27716586796918685
011E6A892305C9D387F0BD07F546557A,-1,6.01889735795049
011FDC7A7B2214E384B96BAADBCF1E23,0,4.3940327948067734
011FFD62FD65606E172535C6B0A0BF2C,-1,0.7079095989981884
0121C02E9C2C236FE934B507EBE0BC5B,-1,0.9652168373229277
0122501991988CBA230A9E77D708E2DA,0,3.8547749602092773
01228FBAB4044E77448437C8B819EEC3,-1,3.827714088495936
0123B2893B538C2A014ADCE823AD04C6,-1,6.338125518469708
0125B3D62B4E7319B0BB99A6F7681A9F,-1,3.095120485540294
012745E1F78CBBE9146A21BEB4E75214,-1,1.1095054476049813
012966998EC0D61BEEA47E94FA703D82,0,0.722377638772232
012A3DBEB2F2465FC7C728724133B75B,-1,2.19957849634165
012AD669FAD01ECBB1787D4EE9C9AFEF,-1,2.172470948371827
012BC31A7FD459F09D382889E843FAEB,0,0.6274052205804599
012F4FD1A8407AB257C98FFF0ED7971F,-1,0.639681908688345
01301504F102FA525A57DE04ECBFB897,-1,3.307801749092528
01301B72B61FE2321FEF3A90136B385B,-1,2.947913480806215
0132F0560E48E69B8D093171065FC684,-1,4.3715834627509285
013637BFF3BA2423D542594067425E96,-1,5.318342126443687
013A820AC428D30594FB770F7418B148,-1,2.892604395104547
013AE4ACC77852220633CA91B02D3510,-1,2.4141815991685664
013BAF3FF02039B1506B83F424286F5B,-1,1.8866743694815715
0140100F3E66483513A7C86CBA181A61,-1,3.5348329245173113
0141C891AA0FE6A4204452A7A77CE465,0,3.2448473206562034
0142D64454A0BD12B62E796384E8F945,-1,1.1783087700661332
0144CF8EEE56E7E5627A2AFEB45F1538,0,3.019762499075328
0144F7EE9EAFEE442821C0BE0F8CC1D3,-1,3.3572329882117105
0147CB24F257B794E14895B691C3E868,0,2.310095274284924
014AEB946732FBDEBA26AA32739409F1,-1,1.8781639753614976
014C37D72C73F01E99462F0025D1B3F2,-1,5.164447397528728
014C920C713D9164CB88DB27440C6052,0,2.6723899802112765
015357026AC775653C296E5C76F1B047,-1,2.8194125564697545
01595E73F4220A8AA0F7A66EC181CEDC,-1,1.0870102374295203
015B33F4901D80A1415B0E89080A81E2,-1,4.511426897885699
015C357B30B0C5BE2929B9FB6A419150,-1,7.830909839739052
015C759C11713AC6DD16563BF17DF02C,0,1.6157211274027772
015D44D175DAE970C80BCD6F5C4DCD18,-1,1.3649020463707677
015F1D4C0D4E1B7BD8E144CDAFBEAB86,-1,5.163723624138954
015F37D69699993C56D27454A83104BF,-1,3.993048056761096
016044E79D10F99CBE919DB357F277A1,-1,3.5928126387970205
0163C9A7A87E126D4D157D0AC3B63EB2,0,3.070749985586065
01657F66FF97572F3644AE15A2FABA2C,-1,5.5039394881907135
0165B09BECF818EEB5D23696E5520AAC,0,2.2301256595868106
01661DC137025E1FC44FBC00B8DD23BE,-1,5.1026147980689744
016A2C80A14ECEDF85ADBA82F4955C8A,-1,2.813423308412984
016A9D6B6518EA0E980CE22E425D9581,-1,5.688068416563035
016B703923922E775AAAFFE9DD4DD894,-1,0.38037900457961143
016B947D11911BAB329E5974C9038F38,0,2.2384510396374115
016BBDF5AA193385DE3EE3DF6D5ECC02,-1,3.0999196171017407
016C8FDD62E7452140C8AFAAD652C0DE,-1,2.3830456064620504
0172E276111D8CF34A2B42037312F7E3,-1,1.0137360182742996
01730DF8B2C02EAFB5D27AE31C99C092,0,5.683590140089121
01795C17F095732E75C0D496686D3E51,-1,3.676102827363151
01795D171CFCEB1EA3E79BA0463643D3,-1,1.6032647042679555
0179D12960F30A79AE5FF70A81709CDC,-1,3.3417769001255166
017B8A8E3E44F57297A73949B4F587D9,0,0.7872607368266543
