uid,cluster,score
0000348F61881026FE0036840F25309F,0,0.8549530354688776
0000B0540F08BB99C22D22219A1B47A2,4,1.5021739651028279
00022474E06735ACCAC428E1AC7EAC16,0,1.824308130982259
00028CD7D203AF88C4FE4D0A83A0016E,1,1.9026591810001567
000343EFFAAF27FE66CAD41434814C71,1,0.9568375232072068
00046AA87AAF8C9971F99597ED7D90DF,1,1.901057433325482
00050A1B07C0BD248726E0385D04D657,4,1.5068272648100858
0005BB047145A248C3878E7E516A093D,1,2.5496899006954705
0006506ECE84442A678FC8592E4C3EB4,1,1.4883216248149918
0006AF38FDCBF38C2A5014B69F23C03A,2,1.7342761073565334
0009514C53AB4B46CB54D47C48747559,0,1.3521330815828092
000BAAE919BA2557AC8AD58A7276AA3A,1,1.4319095531945072
000BAC3E23007010346E79B1ED5D25E2,3,2.7824484301020025
000C1F225DAAEDE0DF4FCAED6DE7EF3C,1,2.1212512980128455
000D8503D19B85B20D7884A3C3B114BD,4,2.0567932083685116
000EE8F9E894174B960A7A907F04ADBF,2,1.0169154333085084
000F53F3E09B16740B6B76C3C27E5953,3,1.647279969351501
000FA718C516FA03B3EC27652BA5DD73,1,3.0912895455481317
00133AFC39ACF35799E8956D183D6417,2,3.569772715676378
0015AE689CD28553CB5FD29E394C7D11,1,1.289760459271968
00162AF5828E9DC44292C8AC9CF82D85,4,1.3044321292331806
0017D171EFC2913399F93B6201505426,3,2.7602338210803286
0017D39427FE74D9F9C614626D8FE94A,2,0.432030781075812
0018590FBC9209FB7A3F1E1469486289,4,3.640344477540683
0019635328242787E9F55F0A69653921,2,3.250208001533612
001977B48BE36831271784088BEF4B84,4,2.515638201208349
00197C6E56EF66C2FEDC10ADA2C80449,2,0.7108073210524077
001A7AE4375E43D5ED4FD247FD9C0577,1,3.6223843127866298
001C3DB1F919774C8221D84DD7E5E791,3,0.6844495907708121
0024D5C6AE3A14A6E58C13CF558F04AA,4,1.913942010729631
0024F28D708D34E566B92B6AFC7C37C6,1,2.1937591402455756
0029F7BD0CD04787727AA93B9C980679,3,3.415489073341813
002A2B5D60C0854968191F12DFD0A222,1,2.2514369415473205
002A48F0A564F1CC735D8E2D9DFCCF36,0,0.9845933809464764
002A50758A427F6EDCD09DF7AA3FA673,3,2.1789248986273124
002B3F0E736F9FC7F098178055DA0E4F,4,1.2351374757265925
002C54B04B5E0F8552691A67DC7C4229,3,0.7953232734875555
002E27021DF627EF2846679E6A9586D8,3,0.8080532303797857
0030D7B08A7823479B72A38745853C8C,3,2.0297540051906706
0033C8183C1CD98B042A781C58BC706D,4,1.470444761908442
00344A0C6F8352EBCEE0961D2FD6001C,3,1.5879523080204891
0036CD1D41364E716E264801B7BBD2CA,3,2.166110403556645
003945EF1BE2D66EE801A2F09DDF702C,1,1.7642258744279848
003A8891295BA3EA3A92E0F4B8F9CE42,0,4.953482672862869
003B1129BF88A463CEAE55D9F92B2F45,4,1.041241127431284
003D36430DEA26C19AA29DE22E90BC79,2,0.154260613725699
003D41F053AAD6E04B2DB740C855E044,1,1.6320358612954182
003FB8AD3313F63709B406E6EE821EE0,0,1.0413053787733981
0041D670678FBCF741DA50973586EC1B,3,1.8329414718423425
004249BC1C5012600580B641795C749B,1,2.4243716060228717
004347B5DA8327084ACBBF3EF1FAE907,4,2.922373778822509
00454FBA1FA7C6FE0920F9430999CCB2,4,1.4517665780668447
004564EE01486EF9311157E481BFBEFE,3,1.0960908749695053
00461BBFCA78688089EFBCBC4103DA79,2,2.1402122300640314
0046B95F17892021255970DCA9C9C74B,1,0.9109302867250437
004769FA7C1D41E19A2A12DA161EE978,0,1.6266824600373084
0047D72187384C01011C4F32F6C6CE0F,0,2.4558215144291413
0049B0699AA4C960F1CE4F3A14D11A4A,0,1.9829329889997025
004A9B299275EB655EA48734EA3098D8,4,2.8202875099058184
004AA19ED3290E907ED8080457327497,1,1.0339762823270482
004E6FB5312635FDEF91D09158E23A4C,3,1.7247137214108788
0050AE70E6B2B01E010ABBEAD2A97E72,1,0.5232632860334878
0050DD840233290B13B42F5A3A1D433E,3,2.5867441287958446
0053E02FCB41C7DAC43C94200DEFFAE3,1,2.407581708357974
00546BB3D290B8CAA9DAA6447742AAF8,3,0.8647378126377042
0054AB18F0DBDEBE9877D0AEDA1EBFD4,4,1.9708157911040487
0055100271C7AD493DDCADBCCF683337,0,1.662912210106839
00576E8A2623B6952FA78DA5C3522D78,1,1.6554420654524447
005827219223C91C56553F7FB46D6C34,1,1.6418164668610116
005AFE4441A8BD5FFB58B800C5A49D84,1,0.9567190561776509
005B9D33F321DAD36E1889A339CB8DEA,2,1.8697487549823264
005BA677F7E36E52709C3C78F22A7856,4,3.2070800362398666
005BEDD428992FC920078C5489AF0E22,3,3.030695947809898
005CBDDBB52E8280568F6C9553C13C59,4,3.518631654929851
005E4EB81B3DC17977801EDBD8C673EC,4,2.479039658526869
0061FF8DC7B67EF645987A0E268C6B3C,4,2.958595581979835
0065C511062B90BB19A8485948015941,3,1.5153287140822378
0066E0D6FBF340A22549F79FF4D79BE9,1,2.1916811429061775
0067B460E400EBF5268670638EF40809,4,0.8920967206932364
0068BE0D51FEF87BA6C735002E1A194A,2,2.903345008383975
0069210D40C20B093FA45D96773426AF,2,1.828617638027225
006944E291818393E0CD29A338AF71C1,3,1.6284905218986427
006AE77B29F983C3C4A9C8AA12881C98,4,3.0130069969666327
006EA7CDAAD40090C71C91C4FD87C1C6,3,2.1798476540882006
00714E796D410DCDAAE1CE231D713072,0,1.0998035699076594
007481C7AD3AAA214C84F12364CAE102,1,3.0426269803377934
0074CB77737FDEF0DA492EBF152A5E42,0,1.1453003989884945
0075DAF817BEE8AB06C59BC68AC16482,2,2.2241808834220906
0077866E8EAE4CB327DE1389C729BE79,1,1.1120981341103962
0077B56DAAA9CEEF005D711598383C79,3,2.065285961826825
007B757C147692F3918FAF90487E5C69,1,2.086747115725882
007BD9E1BBCE61C4343D2EDABDCD22B7,3,2.329624066759536
007CBD434C6C7D56DDBE33EB43BFCD88,4,1.4284481846528552
007D616C0F7E26D922311861ABDA1BB8,2,0.2110354124039226
007D99E3D7BA93DE387B8D551455C0BD,4,2.757335988001265
007EFF707C196C630768F634260049DA,2,1.1478576524434985
007F99807A5404BF343035D4D9243B76,4,1.257876283574955
008078B294A4C975C965DAEB60D16DB6,4,1.9168744829034976
00840E62B0B59165FBB6F9550CD6F6A5,2,1.4744778836823824
0084166C195FE830351ED36AC8BE640A,2,3.606224456594626
00884D897DB55253569DB4ECA7B792A3,3,0.939346946189498
00886741F5710762EC05ABC902634496,3,2.640093710798458
008942A837E8177B70A1945B7B81E6E1,2,0.3329095131552472
008A2337FF6E5AEBD492E9C999A919CD,4,2.6570936221656227
008C2DE1EE91DF6D81568B6ABB628417,1,0.8958118902202882
